datetime,hour,month,dayofyear,solar_irradiation,ambient_temperature,solar_energy_generated,energy_consumption,net_energy
2025-02-01 13:00:00,13,2,32,533.3287118589067,10.691261560307426,2.39997920336508,0.3887804387141103,2.011198764650969
2025-02-01 14:00:00,14,2,32,541.5585920738445,11.267991129158425,2.4370136643323,0.3184882177269351,2.118525446605365
2025-02-01 15:00:00,15,2,32,482.98403302900647,13.031658814240082,2.1734281486305287,0.4056639919468968,1.767764156683632
2025-02-01 16:00:00,16,2,32,376.994791179691,9.866997423890073,1.6964765603086094,0.3607579925123859,1.3357185677962236
2025-02-01 17:00:00,17,2,32,370.7917308965691,12.72418688432544,1.668562789034561,0.4766826823325878,1.191880106701973
2025-02-01 18:00:00,18,2,32,271.8373729112807,13.176536994007243,1.223268178100763,0.8940830677536796,0.3291851103470834
2025-02-01 19:00:00,19,2,32,174.16678065294724,15.208959600627235,0.7837505129382625,0.8369588106626462,-0.0532082977243837
2025-02-01 20:00:00,20,2,32,0.0,10.994514632531423,0.0,0.7937004052607184,-0.7937004052607184
2025-02-01 21:00:00,21,2,32,0.0,12.525998314904763,0.0,0.895398333033648,-0.895398333033648
2025-02-01 22:00:00,22,2,32,0.0,13.03147837543465,0.0,0.8490744424504584,-0.8490744424504584
2025-02-01 23:00:00,23,2,32,0.0,14.274371605953313,0.0,0.3296723067244593,-0.3296723067244593
2025-02-02 00:00:00,0,2,33,0.0,7.695922747856498,0.0,0.5303645541630052,-0.5303645541630052
2025-02-02 01:00:00,1,2,33,0.0,4.497850543983083,0.0,0.5547365269447843,-0.5547365269447843
2025-02-02 02:00:00,2,2,33,0.0,6.635721746913477,0.0,0.3783699795433568,-0.3783699795433568
2025-02-02 03:00:00,3,2,33,0.0,8.337093253009552,0.0,0.4875540151168872,-0.4875540151168872
2025-02-02 04:00:00,4,2,33,0.0,10.195774657449242,0.0,0.330113741519407,-0.330113741519407
2025-02-02 05:00:00,5,2,33,0.0,9.89057750826855,0.0,0.2566376863686663,-0.2566376863686663
2025-02-02 06:00:00,6,2,33,0.0,7.626944977365074,0.0,0.3676545454394161,-0.3676545454394161
2025-02-02 07:00:00,7,2,33,46.98159376228937,10.689233287169346,0.2114171719303021,0.8038880045283667,-0.5924708325980645
2025-02-02 08:00:00,8,2,33,180.55048216496797,10.40196392031156,0.8124771697423557,0.6363456672832581,0.1761315024590976
2025-02-02 09:00:00,9,2,33,261.67095918473126,12.017846708599064,1.1775193163312905,0.9034020752241037,0.2741172411071869
2025-02-02 10:00:00,10,2,33,309.1172278882039,11.17221731398378,1.3910275254969175,0.2972798899921168,1.0937476355048008
2025-02-02 11:00:00,11,2,33,439.2413752131764,10.342090948892531,1.9765861884592932,0.1950213253401675,1.781564863119126
2025-02-02 12:00:00,12,2,33,527.8587694855584,12.71055745074887,2.3753644626850123,0.3817063853751281,1.993658077309884
2025-02-02 13:00:00,13,2,33,576.8897468832932,12.943116445901616,2.5960038609748195,0.3175993614803341,2.278404499494485
2025-02-02 14:00:00,14,2,33,557.7521683466827,13.18559776286602,2.509884757560072,0.3809118046424384,2.128972952917633
2025-02-02 15:00:00,15,2,33,491.7801302628567,13.726838618086656,2.2130105861828557,0.5314966318794674,1.681513954303388
2025-02-02 16:00:00,16,2,33,423.5361520265288,11.913043087203237,1.90591268411938,0.4080640991010774,1.4978485850183023
2025-02-02 17:00:00,17,2,33,408.5104341460551,14.019974800089829,1.838296953657248,0.3519911577177922,1.4863057959394554
2025-02-02 18:00:00,18,2,33,275.21385851419205,14.156608545220443,1.238462363313864,0.7873554250633172,0.4511069382505468
2025-02-02 19:00:00,19,2,33,125.22404082357224,11.510011949914384,0.5635081837060751,0.9100543143298112,-0.346546130623736
2025-02-02 20:00:00,20,2,33,14.47672389739558,15.903475443103874,0.0651452575382801,0.8568566109331495,-0.7917113533948694
2025-02-02 21:00:00,21,2,33,0.0,12.531108748759218,0.0,0.8606782836688647,-0.8606782836688647
2025-02-02 22:00:00,22,2,33,0.0,14.502288311670624,0.0,0.8005393321477017,-0.8005393321477017
2025-02-02 23:00:00,23,2,33,0.0,13.903193614740728,0.0,0.5735422359894679,-0.5735422359894679
2025-02-03 00:00:00,0,2,34,0.0,7.775311225962413,0.0,0.4068401385006307,-0.4068401385006307
2025-02-03 01:00:00,1,2,34,0.0,9.060108125002287,0.0,0.3131756338568781,-0.3131756338568781
2025-02-03 02:00:00,2,2,34,0.0,12.003113969512398,0.0,0.3219103398396101,-0.3219103398396101
2025-02-03 03:00:00,3,2,34,0.0,9.46961393775354,0.0,0.5294339712665432,-0.5294339712665432
2025-02-03 04:00:00,4,2,34,0.0,11.756815835241408,0.0,0.407802355232204,-0.407802355232204
2025-02-03 05:00:00,5,2,34,0.0,10.287623463267195,0.0,0.2895656790048085,-0.2895656790048085
2025-02-03 06:00:00,6,2,34,0.0,8.730931769932724,0.0,0.3528021292446275,-0.3528021292446275
2025-02-03 07:00:00,7,2,34,5.549599755196447,9.568136478561629,0.024973198898384,0.747524230983356,-0.722551032084972
2025-02-03 08:00:00,8,2,34,168.3353002997353,10.55699174294156,0.7575088513488089,0.6763925242051333,0.0811163271436755
2025-02-03 09:00:00,9,2,34,190.85591304186227,12.28322627435883,0.8588516086883802,0.5928969636015661,0.2659546450868141
2025-02-03 10:00:00,10,2,34,271.23985115117483,11.64047244217251,1.2205793301802867,0.4148700946878914,0.8057092354923954
2025-02-03 11:00:00,11,2,34,476.1441339910276,12.396371671746016,2.142648602959624,0.5220134406649742,1.6206351622946498
2025-02-03 12:00:00,12,2,34,528.5458057369277,12.159075599435976,2.3784561258161747,0.3106015432172249,2.0678545825989496
2025-02-03 13:00:00,13,2,34,530.4468739241304,14.663314294400408,2.3870109326585864,0.3607679605695384,2.026242972089048
2025-02-03 14:00:00,14,2,34,551.5858801155458,14.429544743799994,2.482136460519956,0.3305466373037982,2.151589823216158
2025-02-03 15:00:00,15,2,34,530.6836169450185,10.6083394434201,2.388076276252583,0.2341538494103775,2.1539224268422053
2025-02-03 16:00:00,16,2,34,439.5577132705129,12.112272407206024,1.978009709717308,0.5452866750548624,1.4327230346624455
2025-02-03 17:00:00,17,2,34,369.76155191359607,13.817441555728164,1.6639269836111823,0.5177815637516544,1.1461454198595278
2025-02-03 18:00:00,18,2,34,232.26732343289257,11.3242765418881,1.045202955448017,0.7742596747512156,0.270943280696801
2025-02-03 19:00:00,19,2,34,191.6744491795216,10.17719178561105,0.8625350213078471,0.9134716392952772,-0.0509366179874301
2025-02-03 20:00:00,20,2,34,7.050154834265619,14.901219504056996,0.0317256967541952,0.8210377370804277,-0.7893120403262324
2025-02-03 21:00:00,21,2,34,0.0,13.05296497443134,0.0,0.8914478478238096,-0.8914478478238096
2025-02-03 22:00:00,22,2,34,0.0,13.137493497815756,0.0,0.7804998746476383,-0.7804998746476383
2025-02-03 23:00:00,23,2,34,0.0,11.79224433193422,0.0,0.4013047329326594,-0.4013047329326594
2025-02-04 00:00:00,0,2,35,0.0,6.862358347559938,0.0,0.243315623849943,-0.243315623849943
2025-02-04 01:00:00,1,2,35,0.0,6.570204838887219,0.0,0.2203599546455061,-0.2203599546455061
2025-02-04 02:00:00,2,2,35,0.0,13.57062862262363,0.0,0.3863751419631069,-0.3863751419631069
2025-02-04 03:00:00,3,2,35,0.0,6.064654191388384,0.0,0.4574229026809769,-0.4574229026809769
2025-02-04 04:00:00,4,2,35,0.0,8.833509682800928,0.0,0.210055843313426,-0.210055843313426
2025-02-04 05:00:00,5,2,35,0.0,9.055505711814243,0.0,0.5441862998177351,-0.5441862998177351
2025-02-04 06:00:00,6,2,35,0.0,10.217128867696324,0.0,0.3635443098520082,-0.3635443098520082
2025-02-04 07:00:00,7,2,35,0.0,10.113618577931769,0.0,0.5798490651977302,-0.5798490651977302
2025-02-04 08:00:00,8,2,35,103.51524806330636,14.19988256357044,0.4658186162848786,0.690869313825293,-0.2250506975404144
2025-02-04 09:00:00,9,2,35,266.721246793639,11.080701175211496,1.2002456105713757,0.8450572484261185,0.3551883621452569
2025-02-04 10:00:00,10,2,35,340.0119654265165,11.613063978116518,1.5300538444193243,0.4585401930315198,1.0715136513878043
2025-02-04 11:00:00,11,2,35,419.40566177387234,12.773972982967445,1.8873254779824256,0.5406250269862751,1.3467004509961504
2025-02-04 12:00:00,12,2,35,487.02148024796657,11.485236297650282,2.1915966611158497,0.3045079813373543,1.8870886797784956
2025-02-04 13:00:00,13,2,35,572.2064937071717,9.27937116721347,2.574929221682273,0.2779631499818843,2.296966071700388
2025-02-04 14:00:00,14,2,35,578.0747973471312,12.56552048102608,2.60133658806209,0.3237670924288907,2.277569495633199
2025-02-04 15:00:00,15,2,35,525.8784968756403,13.416494338299186,2.3664532359403814,0.4511716652408697,1.915281570699512
2025-02-04 16:00:00,16,2,35,447.8692434750223,14.20189386725703,2.0154115956376,0.5005462391469234,1.5148653564906764
2025-02-04 17:00:00,17,2,35,355.8068462576473,14.625328244604711,1.6011308081594129,0.4852575393583693,1.1158732688010435
2025-02-04 18:00:00,18,2,35,194.17491907149693,13.587383752322424,0.8737871358217362,0.662766065427932,0.2110210703938041
2025-02-04 19:00:00,19,2,35,122.85013758814422,14.146637546616727,0.5528256191466491,0.8966788341589993,-0.3438532150123502
2025-02-04 20:00:00,20,2,35,9.483690876780203,14.379995394048509,0.0426766089455109,0.869510276611301,-0.82683366766579
2025-02-04 21:00:00,21,2,35,0.0,12.110856396380091,0.0,0.7716102401648478,-0.7716102401648478
2025-02-04 22:00:00,22,2,35,0.0,10.864147375966487,0.0,0.7576278047126461,-0.7576278047126461
2025-02-04 23:00:00,23,2,35,0.0,9.708325580905516,0.0,0.4571426756157456,-0.4571426756157456
2025-02-05 00:00:00,0,2,36,0.0,6.584433756807765,0.0,0.4756203450121015,-0.4756203450121015
2025-02-05 01:00:00,1,2,36,0.0,12.26971793112292,0.0,0.3585035076207032,-0.3585035076207032
2025-02-05 02:00:00,2,2,36,0.0,9.67964547888486,0.0,0.5164003440029127,-0.5164003440029127
2025-02-05 03:00:00,3,2,36,0.0,10.090534428821126,0.0,0.3306288278586955,-0.3306288278586955
2025-02-05 04:00:00,4,2,36,0.0,8.796382363248487,0.0,0.5608801529428542,-0.5608801529428542
2025-02-05 05:00:00,5,2,36,0.0,10.620163079196177,0.0,0.4742756263564606,-0.4742756263564606
2025-02-05 06:00:00,6,2,36,0.0,11.742413007387226,0.0,0.4897326023911409,-0.4897326023911409
2025-02-05 07:00:00,7,2,36,24.9440239934652,14.697902301519022,0.1122481079705934,0.6094932459662283,-0.4972451379956349
2025-02-05 08:00:00,8,2,36,116.08829714096142,9.353087493729385,0.5223973371343263,0.5210087733948761,0.0013885637394502
2025-02-05 09:00:00,9,2,36,284.0856707010591,12.237017881343666,1.278385518154766,0.6930532587000028,0.5853322594547631
2025-02-05 10:00:00,10,2,36,376.0732659991952,12.236685248325522,1.6923296969963784,0.2497719120159366,1.4425577849804418
2025-02-05 11:00:00,11,2,36,509.4169422037549,11.081681623838234,2.292376239916897,0.3461760444258865,1.9462001954910104
2025-02-05 12:00:00,12,2,36,514.0724961923764,9.915869593710225,2.313326232865694,0.4725909765068043,1.8407352563588892
2025-02-05 13:00:00,13,2,36,549.9285698789538,11.530750464424992,2.474678564455292,0.2766344612967433,2.1980441031585487
2025-02-05 14:00:00,14,2,36,472.3150857686961,12.624120739044384,2.1254178859591324,0.5092294491660451,1.6161884367930872
2025-02-05 15:00:00,15,2,36,543.6398564310352,11.14302592770822,2.4463793539396583,0.4428330389682238,2.0035463149714348
2025-02-05 16:00:00,16,2,36,383.1380454595457,12.818996701744895,1.7241212045679553,0.5248638779831769,1.1992573265847783
2025-02-05 17:00:00,17,2,36,395.04947247116417,14.434065926741775,1.7777226261202386,0.4343774330442427,1.343345193075996
2025-02-05 18:00:00,18,2,36,245.72996812902588,12.15871380552585,1.1057848565806163,0.8279594418990214,0.2778254146815951
2025-02-05 19:00:00,19,2,36,147.2210058223068,13.340180619688384,0.6624945262003806,0.7645337999082307,-0.10203927370785
2025-02-05 20:00:00,20,2,36,0.0,15.70326323960931,0.0,0.951822826362757,-0.951822826362757
2025-02-05 21:00:00,21,2,36,0.0,12.653403367990656,0.0,0.7896990941079896,-0.7896990941079896
2025-02-05 22:00:00,22,2,36,0.0,12.819298489378047,0.0,0.7547843857781823,-0.7547843857781823
2025-02-05 23:00:00,23,2,36,0.0,12.24675017425654,0.0,0.4765315595984067,-0.4765315595984067
2025-02-06 00:00:00,0,2,37,0.0,6.869181922827515,0.0,0.324820635667122,-0.324820635667122
2025-02-06 01:00:00,1,2,37,0.0,6.840460734212818,0.0,0.2747897468950476,-0.2747897468950476
2025-02-06 02:00:00,2,2,37,0.0,7.334562850454721,0.0,0.276496933819042,-0.276496933819042
2025-02-06 03:00:00,3,2,37,0.0,9.5862137020176,0.0,0.5862338586004535,-0.5862338586004535
2025-02-06 04:00:00,4,2,37,0.0,8.75290511403198,0.0,0.4330212173944137,-0.4330212173944137
2025-02-06 05:00:00,5,2,37,0.0,8.953400121527519,0.0,0.5018584414114643,-0.5018584414114643
2025-02-06 06:00:00,6,2,37,0.0,8.960048148826674,0.0,0.2984182619719299,-0.2984182619719299
2025-02-06 07:00:00,7,2,37,31.343442925985133,7.958010015421907,0.1410454931669331,0.7550244581434549,-0.6139789649765217
2025-02-06 08:00:00,8,2,37,113.7679848316861,11.750970675359598,0.5119559317425875,0.65887448204371,-0.1469185503011225
2025-02-06 09:00:00,9,2,37,299.99083081614515,11.744401910049245,1.3499587386726533,0.7951334700338638,0.5548252686387894
2025-02-06 10:00:00,10,2,37,357.5454771657468,12.14819816425294,1.6089546472458605,0.4649797743555585,1.143974872890302
2025-02-06 11:00:00,11,2,37,489.1795667150236,11.03539306016864,2.201308050217606,0.3234802603758472,1.8778277898417588
2025-02-06 12:00:00,12,2,37,588.3653414710366,11.869141048164307,2.6476440366196643,0.3502398125189789,2.2974042241006853
2025-02-06 13:00:00,13,2,37,542.7732503743822,12.991673390032297,2.44247962668472,0.3242028738588051,2.1182767528259148
2025-02-06 14:00:00,14,2,37,574.7816629366733,12.481598945955222,2.58651748321503,0.4875485227025707,2.098968960512459
2025-02-06 15:00:00,15,2,37,504.8487458772887,13.983862876839115,2.271819356447798,0.4638843867647956,1.8079349696830032
2025-02-06 16:00:00,16,2,37,557.5670039038805,10.58821640685551,2.509051517567462,0.4776086342534339,2.0314428833140283
2025-02-06 17:00:00,17,2,37,396.6957325756724,11.75731949018327,1.7851307965905256,0.3271229220232164,1.4580078745673093
2025-02-06 18:00:00,18,2,37,263.0549217198014,12.346739902239484,1.1837471477391064,0.7122123406876786,0.4715348070514278
2025-02-06 19:00:00,19,2,37,131.28081558562724,11.350566861076931,0.5907636701353226,0.8104252854132551,-0.2196616152779325
2025-02-06 20:00:00,20,2,37,12.626631090462094,12.541915419931865,0.0568198399070794,0.709094313258482,-0.6522744733514027
2025-02-06 21:00:00,21,2,37,0.0,11.351591414638794,0.0,0.7355871510806214,-0.7355871510806214
2025-02-06 22:00:00,22,2,37,0.0,12.607766107095792,0.0,0.6215283543556414,-0.6215283543556414
2025-02-06 23:00:00,23,2,37,0.0,14.820227498120571,0.0,0.3867988958654476,-0.3867988958654476
2025-02-07 00:00:00,0,2,38,0.0,8.834947204429014,0.0,0.4862816620903924,-0.4862816620903924
2025-02-07 01:00:00,1,2,38,0.0,9.197410877981934,0.0,0.5362420475484343,-0.5362420475484343
2025-02-07 02:00:00,2,2,38,0.0,10.79768293114357,0.0,0.3199759884410015,-0.3199759884410015
2025-02-07 03:00:00,3,2,38,0.0,8.089895415122552,0.0,0.266214821928061,-0.266214821928061
2025-02-07 04:00:00,4,2,38,0.0,8.86938999362961,0.0,0.428905486551847,-0.428905486551847
2025-02-07 05:00:00,5,2,38,0.0,8.044338764482761,0.0,0.4770556067178693,-0.4770556067178693
2025-02-07 06:00:00,6,2,38,0.0,10.350427064436854,0.0,0.4155559653659021,-0.4155559653659021
2025-02-07 07:00:00,7,2,38,0.0,10.394388516740095,0.0,0.6288101380726447,-0.6288101380726447
2025-02-07 08:00:00,8,2,38,175.2409889138372,10.122401840616316,0.7885844501122674,0.815946045546865,-0.0273615954345975
2025-02-07 09:00:00,9,2,38,227.8766133789161,8.826032387608532,1.0254447602051224,0.7196558519832569,0.3057889082218655
2025-02-07 10:00:00,10,2,38,401.9897577027173,13.447017938133705,1.808953909662228,0.3606060214144646,1.4483478882477632
2025-02-07 11:00:00,11,2,38,426.4263745097329,13.128685843684814,1.9189186852937976,0.4390157236146559,1.479902961679142
2025-02-07 12:00:00,12,2,38,530.1982678209372,11.228989912867805,2.3858922051942173,0.4372959023663038,1.9485963028279132
2025-02-07 13:00:00,13,2,38,557.1672678231236,10.64758567144679,2.507252705204056,0.518183870643609,1.9890688345604468
2025-02-07 14:00:00,14,2,38,516.892141921558,10.145922221591109,2.326014638647011,0.341609236754317,1.984405401892694
2025-02-07 15:00:00,15,2,38,519.6129330134859,13.619987073505522,2.3382581985606863,0.5013032135732352,1.8369549849874511
2025-02-07 16:00:00,16,2,38,467.37675729824974,13.63254728644792,2.103195407842124,0.4707286570334811,1.6324667508086428
2025-02-07 17:00:00,17,2,38,366.784475482408,15.236713067920594,1.650530139670836,0.258067865266894,1.392462274403942
2025-02-07 18:00:00,18,2,38,390.7657383505366,13.778823502268857,1.7584458225774149,0.9059388842279796,0.8525069383494349
2025-02-07 19:00:00,19,2,38,177.730787885482,12.3719523985645,0.7997885454846689,0.8691320445695683,-0.0693434990848993
2025-02-07 20:00:00,20,2,38,0.0,12.805176083254716,0.0,0.6025635694758134,-0.6025635694758134
2025-02-07 21:00:00,21,2,38,0.0,12.27965219544216,0.0,0.753892689528731,-0.753892689528731
2025-02-07 22:00:00,22,2,38,0.0,11.517395592593632,0.0,0.7141993579407082,-0.7141993579407082
2025-02-07 23:00:00,23,2,38,0.0,12.292463120431842,0.0,0.3759754057466927,-0.3759754057466927
2025-02-08 00:00:00,0,2,39,0.0,6.302029839855896,0.0,0.5048667030818221,-0.5048667030818221
2025-02-08 01:00:00,1,2,39,0.0,6.87698122466775,0.0,0.394723894554133,-0.394723894554133
2025-02-08 02:00:00,2,2,39,0.0,5.123718637836387,0.0,0.5064780088955325,-0.5064780088955325
2025-02-08 03:00:00,3,2,39,0.0,9.3903391663812,0.0,0.2405658025350102,-0.2405658025350102
2025-02-08 04:00:00,4,2,39,0.0,8.156235336839659,0.0,0.1360575335408257,-0.1360575335408257
2025-02-08 05:00:00,5,2,39,0.0,9.510585241347233,0.0,0.5103014983744392,-0.5103014983744392
2025-02-08 06:00:00,6,2,39,0.0,10.619822800504355,0.0,0.5254681948604449,-0.5254681948604449
2025-02-08 07:00:00,7,2,39,22.74528690810517,11.419530001125556,0.1023537910864732,0.6741278317304447,-0.5717740406439714
2025-02-08 08:00:00,8,2,39,76.83776824971447,11.22621945147441,0.3457699571237151,0.6627355434657658,-0.3169655863420507
2025-02-08 09:00:00,9,2,39,253.63058870137488,11.54962950452785,1.1413376491561869,0.6914269584913436,0.4499106906648432
2025-02-08 10:00:00,10,2,39,447.1593018025909,10.13369839608292,2.012216858111658,0.5919273664451887,1.42028949166647
2025-02-08 11:00:00,11,2,39,501.2955385711972,10.951095230660068,2.255829923570387,0.3532399098068317,1.9025900137635556
2025-02-08 12:00:00,12,2,39,477.1770898787659,11.381188438936492,2.1472969044544468,0.4859795787370278,1.661317325717419
2025-02-08 13:00:00,13,2,39,593.2357573221516,14.560926889374604,2.6695609079496823,0.5328810594420341,2.136679848507648
2025-02-08 14:00:00,14,2,39,504.3735117075202,14.020317622921194,2.269680802683841,0.2167663371991706,2.0529144654846703
2025-02-08 15:00:00,15,2,39,456.3467476578962,13.588234411653652,2.0535603644605325,0.4872125996765741,1.5663477647839583
2025-02-08 16:00:00,16,2,39,439.7015042391573,11.401166533540607,1.978656769076208,0.4312376546584011,1.5474191144178069
2025-02-08 17:00:00,17,2,39,411.6838134778041,11.553616352751495,1.852577160650119,0.5341281954901291,1.3184489651599895
2025-02-08 18:00:00,18,2,39,241.59924227356777,12.22715612303628,1.087196590231055,0.7559073913961629,0.331289198834892
2025-02-08 19:00:00,19,2,39,62.05763716410425,14.218176728347924,0.2792593672384691,0.7515430313324338,-0.4722836640939647
2025-02-08 20:00:00,20,2,39,63.16710602970706,11.35960416641992,0.2842519771336818,0.6803108630982981,-0.3960588859646163
2025-02-08 21:00:00,21,2,39,0.0,11.262106228514284,0.0,0.5746270031731097,-0.5746270031731097
2025-02-08 22:00:00,22,2,39,0.0,11.125683689798404,0.0,0.7247238813080144,-0.7247238813080144
2025-02-08 23:00:00,23,2,39,0.0,14.15476450827594,0.0,0.4933357949487036,-0.4933357949487036
2025-02-09 00:00:00,0,2,40,0.0,8.702717972047733,0.0,0.2999458989224656,-0.2999458989224656
2025-02-09 01:00:00,1,2,40,0.0,11.075878339357686,0.0,0.4138799524877775,-0.4138799524877775
2025-02-09 02:00:00,2,2,40,0.0,7.19972039198297,0.0,0.5909514924878777,-0.5909514924878777
2025-02-09 03:00:00,3,2,40,0.0,12.04407814328487,0.0,0.4634711160675488,-0.4634711160675488
2025-02-09 04:00:00,4,2,40,0.0,11.389896304415714,0.0,0.2846220079481011,-0.2846220079481011
2025-02-09 05:00:00,5,2,40,0.0,8.252041417837539,0.0,0.4489665396621707,-0.4489665396621707
2025-02-09 06:00:00,6,2,40,0.0,8.414711571001416,0.0,0.3917693573591012,-0.3917693573591012
2025-02-09 07:00:00,7,2,40,6.384507515936281,14.47510414957294,0.0287302838217132,0.5800010102391938,-0.5512707264174805
2025-02-09 08:00:00,8,2,40,94.23234814709004,9.32764227647496,0.4240455666619052,0.7613623707728809,-0.3373168041109757
2025-02-09 09:00:00,9,2,40,337.8773191729582,10.395012559202694,1.520447936278312,0.8142471841693123,0.7062007521089998
2025-02-09 10:00:00,10,2,40,377.8846295523778,11.129601952856635,1.7004808329857002,0.3734862226675718,1.3269946103181285
2025-02-09 11:00:00,11,2,40,472.3137402810291,13.304383289282908,2.125411831264631,0.4991155842404395,1.6262962470241915
2025-02-09 12:00:00,12,2,40,504.2482435492229,10.31271230945086,2.2691170959715032,0.5001522411184239,1.7689648548530794
2025-02-09 13:00:00,13,2,40,525.8239359958019,13.032247137058665,2.3662077119811085,0.3941844616045508,1.9720232503765576
2025-02-09 14:00:00,14,2,40,582.8161756725153,12.113642601140016,2.6226727905263187,0.2460571516521025,2.3766156388742163
2025-02-09 15:00:00,15,2,40,534.6166458287602,14.831247428692492,2.405774906229421,0.5447130168676854,1.861061889361736
2025-02-09 16:00:00,16,2,40,476.8576153751594,13.855812431997649,2.1458592691882177,0.2677979252834698,1.878061343904748
2025-02-09 17:00:00,17,2,40,373.400637895738,14.391900015104284,1.6803028705308207,0.2489323935912364,1.4313704769395843
2025-02-09 18:00:00,18,2,40,247.50272938668817,12.3237258983728,1.1137622822400968,0.8343616850882393,0.2794005971518575
2025-02-09 19:00:00,19,2,40,104.99887355614248,16.69437791155213,0.4724949310026411,0.8233402875250101,-0.3508453565223689
2025-02-09 20:00:00,20,2,40,6.717299898398203,13.484526513348577,0.0302278495427919,0.8814006820065853,-0.8511728324637934
2025-02-09 21:00:00,21,2,40,0.0,10.653356320742413,0.0,0.8410986851688146,-0.8410986851688146
2025-02-09 22:00:00,22,2,40,0.0,12.304642631327662,0.0,0.7620229245260132,-0.7620229245260132
2025-02-09 23:00:00,23,2,40,0.0,12.114139298546007,0.0,0.358995021639984,-0.358995021639984
2025-02-10 00:00:00,0,2,41,0.0,7.830367644310838,0.0,0.4392658747650335,-0.4392658747650335
2025-02-10 01:00:00,1,2,41,0.0,9.21548444661282,0.0,0.3961121902776788,-0.3961121902776788
2025-02-10 02:00:00,2,2,41,0.0,8.02179656405778,0.0,0.3889964644051332,-0.3889964644051332
2025-02-10 03:00:00,3,2,41,0.0,8.344492770999246,0.0,0.3378089955377806,-0.3378089955377806
2025-02-10 04:00:00,4,2,41,0.0,8.818707971895297,0.0,0.4222398878654826,-0.4222398878654826
2025-02-10 05:00:00,5,2,41,0.0,10.126086975942457,0.0,0.2719831531899286,-0.2719831531899286
2025-02-10 06:00:00,6,2,41,0.0,13.154019209983154,0.0,0.4292841798618777,-0.4292841798618777
2025-02-10 07:00:00,7,2,41,0.0,10.77268077109393,0.0,0.6496184295681958,-0.6496184295681958
2025-02-10 08:00:00,8,2,41,141.10999325896813,12.657432948760356,0.6349949696653566,0.6584254652442496,-0.0234304955788929
2025-02-10 09:00:00,9,2,41,221.39203482549303,9.811736120425437,0.9962641567147188,0.6632028515755244,0.3330613051391943
2025-02-10 10:00:00,10,2,41,356.1197629709742,12.166258492849389,1.6025389333693838,0.2550861032674887,1.347452830101895
2025-02-10 11:00:00,11,2,41,441.0292955012542,12.703896149964514,1.984631829755644,0.1240888672460687,1.860542962509575
2025-02-10 12:00:00,12,2,41,538.4414481916939,9.666120290881546,2.4229865168626223,0.2933790115347734,2.129607505327849
2025-02-10 13:00:00,13,2,41,576.9961353062212,13.40997780858008,2.596482608877995,0.314327850834573,2.282154758043422
2025-02-10 14:00:00,14,2,41,493.57416484083177,12.10030252940618,2.221083741783743,0.4894668621174187,1.7316168796663245
2025-02-10 15:00:00,15,2,41,476.7168298349149,13.059333681870784,2.145225734257117,0.2582694427632879,1.886956291493829
2025-02-10 16:00:00,16,2,41,477.0880934517804,10.752978908671256,2.1468964205330114,0.4370017911892779,1.7098946293437336
2025-02-10 17:00:00,17,2,41,393.8770082481813,13.30382308185496,1.772446537116816,0.5324688664986188,1.239977670618197
2025-02-10 18:00:00,18,2,41,273.0681352770913,11.251307792191623,1.2288066087469107,0.7116846549535583,0.5171219537933525
2025-02-10 19:00:00,19,2,41,111.74942414920304,14.667612373183404,0.5028724086714137,0.8907428915494424,-0.3878704828780287
2025-02-10 20:00:00,20,2,41,4.992963729294655,13.28313994626173,0.0224683367818259,0.8883589991976694,-0.8658906624158434
2025-02-10 21:00:00,21,2,41,0.0,13.95066738957901,0.0,0.7517765073563495,-0.7517765073563495
2025-02-10 22:00:00,22,2,41,0.0,14.933037532615582,0.0,0.6607674799208734,-0.6607674799208734
2025-02-10 23:00:00,23,2,41,0.0,12.02212263671975,0.0,0.4696690993131615,-0.4696690993131615
2025-02-11 00:00:00,0,2,42,0.0,8.69360055732789,0.0,0.3810059225429985,-0.3810059225429985
2025-02-11 01:00:00,1,2,42,0.0,8.363022482050031,0.0,0.4144426996472823,-0.4144426996472823
2025-02-11 02:00:00,2,2,42,0.0,9.331277822680716,0.0,0.334574904140009,-0.334574904140009
2025-02-11 03:00:00,3,2,42,0.0,8.527665758580056,0.0,0.3946683523234727,-0.3946683523234727
2025-02-11 04:00:00,4,2,42,0.0,9.77209610179496,0.0,0.2654513779551168,-0.2654513779551168
2025-02-11 05:00:00,5,2,42,0.0,9.889789481987645,0.0,0.2369565340483064,-0.2369565340483064
2025-02-11 06:00:00,6,2,42,0.0,10.011321064019072,0.0,0.3330337843449765,-0.3330337843449765
2025-02-11 07:00:00,7,2,42,0.0,10.970589797751373,0.0,0.7895301214806489,-0.7895301214806489
2025-02-11 08:00:00,8,2,42,188.6578000313304,12.500666451249616,0.8489601001409868,0.6072177906121765,0.2417423095288102
2025-02-11 09:00:00,9,2,42,247.80635337347596,11.31678353974801,1.1151285901806418,0.5207858406306407,0.5943427495500011
2025-02-11 10:00:00,10,2,42,350.6799444513333,10.974251473091778,1.578059750031,0.309281206155287,1.2687785438757129
2025-02-11 11:00:00,11,2,42,458.7942223028031,13.767326547627906,2.0645740003626143,0.3167712961828891,1.7478027041797253
2025-02-11 12:00:00,12,2,42,493.68087672145424,12.492278135916887,2.221563945246544,0.58351777686055,1.638046168385994
